C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_39_961.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_39_961.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_39_961.jpg, 0, 0, 0, 0.0001919641
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_064.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_064.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_064.jpg, 0, 0, 0, 0.0001920762
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_166.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_166.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_166.jpg, 0, 0, 0, 0.0001920761
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_271.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_271.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_271.jpg, 0, 0, 0, 0.0001917429
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_371.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_371.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_371.jpg, 0, 0, 0, 0.0001922377
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_475.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_475.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_475.jpg, 0, 0, 0, 0.0001919087
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_576.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_576.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_576.jpg, 0, 0, 0, 0.0001919255
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_682.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_682.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_682.jpg, 0, 0, 0, 0.0001934097
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_789.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_789.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_789.jpg, 0, 0, 0, 0.0001921908
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_889.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_889.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_889.jpg, 0, 0, 0, 0.0001918058
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_40_989.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_40_989.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_40_989.jpg, 0, 0, 0, 0.0001925467
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_091.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_091.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_091.jpg, 0, 0, 0, 0.0001918155
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_197.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_197.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_197.jpg, 0, 0.1699878, 0, 0.08575409
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_297.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_297.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_297.jpg, 0, 0.4688238, 0, 0.4716424
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_399.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_399.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_399.jpg, 0, 0.7764132, 0, 1.209634
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_504.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_504.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_504.jpg, 0, 1, 0, 2.515631
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_607.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_607.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_607.jpg, 0, 1, 0, 3.69315
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_710.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_710.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_710.jpg, 0, 1, 0, 4.863732
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_815.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_815.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_815.jpg, 0, 1, 0, 6.021318
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_41_921.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_41_921.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_41_921.jpg, 0, 1, 0, 7.167708
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_023.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_023.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_023.jpg, 0, 1, 0, 8.528705
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_127.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_127.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_127.jpg, 0, 1, 0, 9.650631
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_228.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_228.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_228.jpg, 0, 1, 0, 10.76152
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_330.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_330.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_330.jpg, 0, 1, 0, 11.98977
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_430.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_430.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_430.jpg, 0, 1, 0, 12.97834
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_535.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_535.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_535.jpg, -0.1823475, 1, 0, 14.03631
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_636.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_636.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_636.jpg, -0.09018296, 1, 0, 15.03768
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_737.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_737.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_737.jpg, 0, 1, 0, 16.19778
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_838.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_838.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_838.jpg, 0, 1, 0, 17.02877
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_42_938.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_42_938.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_42_938.jpg, 0, 1, 0, 18.27327
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_040.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_040.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_040.jpg, 0, 1, 0, 19.13608
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_143.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_143.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_143.jpg, 0, 1, 0, 20.36987
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_248.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_248.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_248.jpg, 0, 1, 0, 21.45325
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_351.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_351.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_351.jpg, -0.1162377, 1, 0, 22.39308
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_451.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_451.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_451.jpg, -0.1536382, 1, 0, 23.35039
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_554.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_554.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_554.jpg, 0, 1, 0, 24.31007
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_655.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_655.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_655.jpg, 0, 1, 0, 25.27241
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_758.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_758.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_758.jpg, 0, 1, 0, 26.22412
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_860.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_860.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_860.jpg, 0, 1, 0, 27.16677
C:\Users\Nikhil S\Desktop\data1\IMG\center_2020_04_18_15_15_43_964.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\left_2020_04_18_15_15_43_964.jpg, C:\Users\Nikhil S\Desktop\data1\IMG\right_2020_04_18_15_15_43_964.jpg, 0, 1, 0, 28.28546
